# INPUT Frame vs Extension file: "dist_vs_frame.dat"
# INPUT Frame Range => frame_index_start: -1  |  frame_index_end: 160000.0
# INPUT Extension Range => ext_start: 0.0  |  ext_end: 50.0
# INPUT Extension Bins => Count: 2000  | Bin Size: 0.025
# INPUT Moving Average Window Size: 50 extension bins (or 1.25 extension units)
# ---------------------------------------
EXT	PDF_AVG
1.225	0.0
1.25	0.0
1.2750000000000001	0.0
1.3	0.0
1.3250000000000002	0.0
1.35	0.0
1.375	0.0
1.4000000000000001	0.0
1.425	0.0
1.4500000000000002	0.0
1.475	0.0
1.5	0.0
1.5250000000000001	0.0
1.55	0.0
1.5750000000000002	0.0
1.6	0.0
1.625	0.0
1.6500000000000001	0.0
1.675	0.0
1.7000000000000002	0.0
1.725	0.0
1.75	0.0
1.7750000000000001	0.0
1.8	0.0
1.8250000000000002	0.0
1.85	0.0
1.875	0.0
1.9000000000000001	0.0
1.925	0.0
1.9500000000000002	0.0
1.975	0.0
2.0	0.0
2.025	0.0
2.0500000000000003	0.0
2.075	0.0
2.1	0.0
2.125	0.0
2.15	0.0
2.1750000000000003	0.0
2.2	0.0
2.225	0.0
2.25	0.0
2.275	0.0
2.3000000000000003	0.0
2.325	0.0
2.35	0.0
2.375	0.0
2.4000000000000004	0.0
2.4250000000000003	0.0
2.45	0.0
2.475	0.0
2.5	0.0
2.5250000000000004	0.0
2.5500000000000003	0.0
2.575	0.0
2.6	0.0
2.625	0.0
2.6500000000000004	0.0
2.6750000000000003	0.0
2.7	0.0
2.725	0.0
2.75	0.0
2.7750000000000004	0.0
2.8000000000000003	0.0
2.825	0.0
2.85	0.0
2.875	0.0
2.9000000000000004	0.0
2.9250000000000003	0.0
2.95	0.0
2.975	0.0
3.0	0.0
3.0250000000000004	0.0
3.0500000000000003	0.0
3.075	0.0
3.1	0.0
3.125	0.0
3.1500000000000004	0.0
3.1750000000000003	0.0
3.2	0.0
3.225	0.0
3.25	0.0
3.2750000000000004	0.0
3.3000000000000003	0.0
3.325	0.0
3.35	0.0
3.375	0.0
3.4000000000000004	0.0
3.4250000000000003	0.0
3.45	0.0
3.475	0.0
3.5	0.0
3.5250000000000004	0.0
3.5500000000000003	0.0
3.575	0.0
3.6	0.0
3.625	0.0
3.6500000000000004	0.0
3.6750000000000003	0.0
3.7	0.0
3.725	0.0
3.75	0.0
3.7750000000000004	0.0
3.8000000000000003	0.0
3.825	0.0
3.85	0.0
3.875	0.0
3.9000000000000004	0.0
3.9250000000000003	0.0
3.95	0.0
3.975	0.0
4.0	0.0
4.025	0.0
4.05	0.0
4.075	0.0
4.1000000000000005	0.0
4.125	0.0
4.15	0.0
4.175	0.0
4.2	0.0
4.2250000000000005	0.0
4.25	0.0
4.275	0.0
4.3	0.0
4.325	0.0
4.3500000000000005	0.0
4.375	0.0
4.4	0.0
4.425	0.0
4.45	0.0
4.4750000000000005	0.0
4.5	0.0
4.525	0.0
4.55	0.0
4.575	0.0
4.6000000000000005	0.0
4.625	0.0
4.65	0.0
4.675	0.0
4.7	0.0
4.7250000000000005	0.0
4.75	0.0
4.775	0.0
4.800000000000001	0.0
4.825	0.0
4.8500000000000005	0.0
4.875	0.0
4.9	0.0
4.925000000000001	0.0
4.95	0.0
4.9750000000000005	0.0
5.0	0.0
5.025	0.0
5.050000000000001	0.0
5.075	0.0
5.1000000000000005	0.0
5.125	0.0
5.15	0.0
5.175000000000001	0.0
5.2	0.0
5.2250000000000005	0.0
5.25	0.0
5.275	0.0
5.300000000000001	0.0
5.325	0.0
5.3500000000000005	0.0
5.375	0.0
5.4	0.0
5.425000000000001	0.0
5.45	0.0
5.4750000000000005	0.0
5.5	0.0
5.525	0.0
5.550000000000001	0.0
5.575	0.0
5.6000000000000005	0.0
5.625	0.0
5.65	0.0
5.675000000000001	0.0
5.7	0.0
5.7250000000000005	0.0
5.75	0.0
5.775	0.0
5.800000000000001	0.0
5.825	0.0
5.8500000000000005	0.0
5.875	0.0
5.9	0.0
5.925000000000001	0.0
5.95	0.0
5.9750000000000005	0.0
6.0	0.0
6.025	0.0
6.050000000000001	0.0
6.075	0.0
6.1000000000000005	0.0
6.125	0.0
6.15	0.0
6.175000000000001	0.0
6.2	0.0
6.2250000000000005	0.0
6.25	0.0
6.275	0.0
6.300000000000001	0.0
6.325	0.0
6.3500000000000005	0.0
6.375	0.0
6.4	0.0
6.425000000000001	0.0
6.45	0.0
6.4750000000000005	0.0
6.5	0.0
6.525	0.0
6.550000000000001	0.0
6.575	0.0
6.6000000000000005	0.0
6.625	0.0
6.65	0.0
6.675000000000001	0.0
6.7	0.0
6.7250000000000005	0.0
6.75	0.0
6.775	0.0
6.800000000000001	0.0
6.825	0.0
